fileID,instrumentSetting,playStyle,midi,string,fret,fxGroup,fxType,fxSetting,fileTag
G61-52112-3313-29341,6,1,52,1,12,3,31,3,29341
G61-45200-3313-29342,6,1,45,2,00,3,31,3,29342
G61-46201-3313-29343,6,1,46,2,01,3,31,3,29343
G61-47202-3313-29344,6,1,47,2,02,3,31,3,29344
G61-48203-3313-29345,6,1,48,2,03,3,31,3,29345
G61-49204-3313-29346,6,1,49,2,04,3,31,3,29346
G61-50205-3313-29347,6,1,50,2,05,3,31,3,29347
G61-51206-3313-29348,6,1,51,2,06,3,31,3,29348
G61-52207-3313-29349,6,1,52,2,07,3,31,3,29349
G61-53208-3313-29350,6,1,53,2,08,3,31,3,29350
G61-54209-3313-29351,6,1,54,2,09,3,31,3,29351
G61-55210-3313-29352,6,1,55,2,10,3,31,3,29352
G61-56211-3313-29353,6,1,56,2,11,3,31,3,29353
G61-57212-3313-29354,6,1,57,2,12,3,31,3,29354
G61-50300-3313-29355,6,1,50,3,00,3,31,3,29355
G61-51301-3313-29356,6,1,51,3,01,3,31,3,29356
G61-52302-3313-29357,6,1,52,3,02,3,31,3,29357
G61-53303-3313-29358,6,1,53,3,03,3,31,3,29358
G61-54304-3313-29359,6,1,54,3,04,3,31,3,29359
G61-55305-3313-29360,6,1,55,3,05,3,31,3,29360
G61-56306-3313-29361,6,1,56,3,06,3,31,3,29361
G61-57307-3313-29362,6,1,57,3,07,3,31,3,29362
G61-58308-3313-29363,6,1,58,3,08,3,31,3,29363
G61-59309-3313-29364,6,1,59,3,09,3,31,3,29364
G61-60310-3313-29365,6,1,60,3,10,3,31,3,29365
G61-61311-3313-29366,6,1,61,3,11,3,31,3,29366
G61-62312-3313-29367,6,1,62,3,12,3,31,3,29367
G61-55400-3313-29368,6,1,55,4,00,3,31,3,29368
G61-56401-3313-29369,6,1,56,4,01,3,31,3,29369
G61-57402-3313-29370,6,1,57,4,02,3,31,3,29370
G61-58403-3313-29371,6,1,58,4,03,3,31,3,29371
G61-59404-3313-29372,6,1,59,4,04,3,31,3,29372
G61-60405-3313-29373,6,1,60,4,05,3,31,3,29373
G61-61406-3313-29374,6,1,61,4,06,3,31,3,29374
G61-62407-3313-29375,6,1,62,4,07,3,31,3,29375
G61-63408-3313-29376,6,1,63,4,08,3,31,3,29376
G61-64409-3313-29377,6,1,64,4,09,3,31,3,29377
G61-65410-3313-29378,6,1,65,4,10,3,31,3,29378
G61-66411-3313-29379,6,1,66,4,11,3,31,3,29379
G61-67412-3313-29380,6,1,67,4,12,3,31,3,29380
G61-59500-3313-29381,6,1,59,5,00,3,31,3,29381
G61-60501-3313-29382,6,1,60,5,01,3,31,3,29382
G61-61502-3313-29383,6,1,61,5,02,3,31,3,29383
G61-62503-3313-29384,6,1,62,5,03,3,31,3,29384
G61-63504-3313-29385,6,1,63,5,04,3,31,3,29385
G61-64505-3313-29386,6,1,64,5,05,3,31,3,29386
G61-65506-3313-29387,6,1,65,5,06,3,31,3,29387
G61-66507-3313-29388,6,1,66,5,07,3,31,3,29388
G61-67508-3313-29389,6,1,67,5,08,3,31,3,29389
G61-68509-3313-29390,6,1,68,5,09,3,31,3,29390
G61-69510-3313-29391,6,1,69,5,10,3,31,3,29391
G61-70511-3313-29392,6,1,70,5,11,3,31,3,29392
G61-71512-3313-29393,6,1,71,5,12,3,31,3,29393
G61-64600-3313-29394,6,1,64,6,00,3,31,3,29394
G61-65601-3313-29395,6,1,65,6,01,3,31,3,29395
G61-66602-3313-29396,6,1,66,6,02,3,31,3,29396
G61-67603-3313-29397,6,1,67,6,03,3,31,3,29397
G61-68604-3313-29398,6,1,68,6,04,3,31,3,29398
G61-69605-3313-29399,6,1,69,6,05,3,31,3,29399
G61-70606-3313-29400,6,1,70,6,06,3,31,3,29400
G61-71607-3313-29401,6,1,71,6,07,3,31,3,29401
G61-72608-3313-29402,6,1,72,6,08,3,31,3,29402
G61-73609-3313-29403,6,1,73,6,09,3,31,3,29403
G61-74610-3313-29404,6,1,74,6,10,3,31,3,29404
G61-75611-3313-29405,6,1,75,6,11,3,31,3,29405
G61-76612-3313-29406,6,1,76,6,12,3,31,3,29406
G63-40100-3311-28159,6,3,40,1,00,3,31,1,28159
G63-41101-3311-28160,6,3,41,1,01,3,31,1,28160
G63-42102-3311-28161,6,3,42,1,02,3,31,1,28161
G63-43103-3311-28162,6,3,43,1,03,3,31,1,28162
G63-44104-3311-28163,6,3,44,1,04,3,31,1,28163
G63-45105-3311-28164,6,3,45,1,05,3,31,1,28164
G63-46106-3311-28165,6,3,46,1,06,3,31,1,28165
G63-47107-3311-28166,6,3,47,1,07,3,31,1,28166
G63-48108-3311-28167,6,3,48,1,08,3,31,1,28167
G63-49109-3311-28168,6,3,49,1,09,3,31,1,28168
G63-50110-3311-28169,6,3,50,1,10,3,31,1,28169
G63-51111-3311-28170,6,3,51,1,11,3,31,1,28170
G63-52112-3311-28171,6,3,52,1,12,3,31,1,28171
G63-45200-3311-28172,6,3,45,2,00,3,31,1,28172
G63-46201-3311-28173,6,3,46,2,01,3,31,1,28173
G63-47202-3311-28174,6,3,47,2,02,3,31,1,28174
G63-48203-3311-28175,6,3,48,2,03,3,31,1,28175
G63-49204-3311-28176,6,3,49,2,04,3,31,1,28176
G63-50205-3311-28177,6,3,50,2,05,3,31,1,28177
G63-51206-3311-28178,6,3,51,2,06,3,31,1,28178
G63-52207-3311-28179,6,3,52,2,07,3,31,1,28179
G63-53208-3311-28180,6,3,53,2,08,3,31,1,28180
G63-54209-3311-28181,6,3,54,2,09,3,31,1,28181
G63-55210-3311-28182,6,3,55,2,10,3,31,1,28182
G63-56211-3311-28183,6,3,56,2,11,3,31,1,28183
G63-57212-3311-28184,6,3,57,2,12,3,31,1,28184
G63-50300-3311-28185,6,3,50,3,00,3,31,1,28185
G63-51301-3311-28186,6,3,51,3,01,3,31,1,28186
G63-52302-3311-28187,6,3,52,3,02,3,31,1,28187
G63-53303-3311-28188,6,3,53,3,03,3,31,1,28188
G63-54304-3311-28189,6,3,54,3,04,3,31,1,28189
G63-55305-3311-28190,6,3,55,3,05,3,31,1,28190
G63-56306-3311-28191,6,3,56,3,06,3,31,1,28191
G63-57307-3311-28192,6,3,57,3,07,3,31,1,28192
G63-58308-3311-28193,6,3,58,3,08,3,31,1,28193
G63-59309-3311-28194,6,3,59,3,09,3,31,1,28194
G63-60310-3311-28195,6,3,60,3,10,3,31,1,28195
G63-61311-3311-28196,6,3,61,3,11,3,31,1,28196
G63-62312-3311-28197,6,3,62,3,12,3,31,1,28197
G63-55400-3311-28198,6,3,55,4,00,3,31,1,28198
G63-56401-3311-28199,6,3,56,4,01,3,31,1,28199
G63-57402-3311-28200,6,3,57,4,02,3,31,1,28200
G63-58403-3311-28201,6,3,58,4,03,3,31,1,28201
G63-59404-3311-28202,6,3,59,4,04,3,31,1,28202
G63-60405-3311-28203,6,3,60,4,05,3,31,1,28203
G63-61406-3311-28204,6,3,61,4,06,3,31,1,28204
G63-62407-3311-28205,6,3,62,4,07,3,31,1,28205
G63-63408-3311-28206,6,3,63,4,08,3,31,1,28206
G63-64409-3311-28207,6,3,64,4,09,3,31,1,28207
G63-65410-3311-28208,6,3,65,4,10,3,31,1,28208
G63-66411-3311-28209,6,3,66,4,11,3,31,1,28209
G63-67412-3311-28210,6,3,67,4,12,3,31,1,28210
G63-59500-3311-28211,6,3,59,5,00,3,31,1,28211
G63-60501-3311-28212,6,3,60,5,01,3,31,1,28212
G63-61502-3311-28213,6,3,61,5,02,3,31,1,28213
G63-62503-3311-28214,6,3,62,5,03,3,31,1,28214
G63-63504-3311-28215,6,3,63,5,04,3,31,1,28215
G63-64505-3311-28216,6,3,64,5,05,3,31,1,28216
G63-65506-3311-28217,6,3,65,5,06,3,31,1,28217
G63-66507-3311-28218,6,3,66,5,07,3,31,1,28218
G63-67508-3311-28219,6,3,67,5,08,3,31,1,28219
G63-68509-3311-28220,6,3,68,5,09,3,31,1,28220
G63-69510-3311-28221,6,3,69,5,10,3,31,1,28221
G63-70511-3311-28222,6,3,70,5,11,3,31,1,28222
G63-71512-3311-28223,6,3,71,5,12,3,31,1,28223
G63-64600-3311-28224,6,3,64,6,00,3,31,1,28224
G63-65601-3311-28225,6,3,65,6,01,3,31,1,28225
G63-66602-3311-28226,6,3,66,6,02,3,31,1,28226
G63-67603-3311-28227,6,3,67,6,03,3,31,1,28227
G63-68604-3311-28228,6,3,68,6,04,3,31,1,28228
G63-69605-3311-28229,6,3,69,6,05,3,31,1,28229
G63-70606-3311-28230,6,3,70,6,06,3,31,1,28230
G63-71607-3311-28231,6,3,71,6,07,3,31,1,28231
G63-72608-3311-28232,6,3,72,6,08,3,31,1,28232
G63-73609-3311-28233,6,3,73,6,09,3,31,1,28233
G63-74610-3311-28234,6,3,74,6,10,3,31,1,28234
G63-75611-3311-28235,6,3,75,6,11,3,31,1,28235
G63-76612-3311-28236,6,3,76,6,12,3,31,1,28236
G63-40100-3312-28783,6,3,40,1,00,3,31,2,28783
G63-41101-3312-28784,6,3,41,1,01,3,31,2,28784
G63-42102-3312-28785,6,3,42,1,02,3,31,2,28785
G63-43103-3312-28786,6,3,43,1,03,3,31,2,28786
G63-44104-3312-28787,6,3,44,1,04,3,31,2,28787
G63-45105-3312-28788,6,3,45,1,05,3,31,2,28788
G63-46106-3312-28789,6,3,46,1,06,3,31,2,28789
G63-47107-3312-28790,6,3,47,1,07,3,31,2,28790
G63-48108-3312-28791,6,3,48,1,08,3,31,2,28791
G63-49109-3312-28792,6,3,49,1,09,3,31,2,28792
G63-50110-3312-28793,6,3,50,1,10,3,31,2,28793
G63-51111-3312-28794,6,3,51,1,11,3,31,2,28794
G63-52112-3312-28795,6,3,52,1,12,3,31,2,28795
G63-45200-3312-28796,6,3,45,2,00,3,31,2,28796
G63-46201-3312-28797,6,3,46,2,01,3,31,2,28797
G63-47202-3312-28798,6,3,47,2,02,3,31,2,28798
G63-48203-3312-28799,6,3,48,2,03,3,31,2,28799
G63-49204-3312-28800,6,3,49,2,04,3,31,2,28800
G63-50205-3312-28801,6,3,50,2,05,3,31,2,28801
G63-51206-3312-28802,6,3,51,2,06,3,31,2,28802
G63-52207-3312-28803,6,3,52,2,07,3,31,2,28803
G63-53208-3312-28804,6,3,53,2,08,3,31,2,28804
G63-54209-3312-28805,6,3,54,2,09,3,31,2,28805
G63-55210-3312-28806,6,3,55,2,10,3,31,2,28806
G63-56211-3312-28807,6,3,56,2,11,3,31,2,28807
G63-57212-3312-28808,6,3,57,2,12,3,31,2,28808
G63-50300-3312-28809,6,3,50,3,00,3,31,2,28809
G63-51301-3312-28810,6,3,51,3,01,3,31,2,28810
G63-52302-3312-28811,6,3,52,3,02,3,31,2,28811
G63-53303-3312-28812,6,3,53,3,03,3,31,2,28812
G63-54304-3312-28813,6,3,54,3,04,3,31,2,28813
G63-55305-3312-28814,6,3,55,3,05,3,31,2,28814
G63-56306-3312-28815,6,3,56,3,06,3,31,2,28815
G63-57307-3312-28816,6,3,57,3,07,3,31,2,28816
G63-58308-3312-28817,6,3,58,3,08,3,31,2,28817
G63-59309-3312-28818,6,3,59,3,09,3,31,2,28818
G63-60310-3312-28819,6,3,60,3,10,3,31,2,28819
G63-61311-3312-28820,6,3,61,3,11,3,31,2,28820
G63-62312-3312-28821,6,3,62,3,12,3,31,2,28821
G63-55400-3312-28822,6,3,55,4,00,3,31,2,28822
G63-56401-3312-28823,6,3,56,4,01,3,31,2,28823
G63-57402-3312-28824,6,3,57,4,02,3,31,2,28824
G63-58403-3312-28825,6,3,58,4,03,3,31,2,28825
G63-59404-3312-28826,6,3,59,4,04,3,31,2,28826
G63-60405-3312-28827,6,3,60,4,05,3,31,2,28827
G63-61406-3312-28828,6,3,61,4,06,3,31,2,28828
G63-62407-3312-28829,6,3,62,4,07,3,31,2,28829
G63-63408-3312-28830,6,3,63,4,08,3,31,2,28830
G63-64409-3312-28831,6,3,64,4,09,3,31,2,28831
G63-65410-3312-28832,6,3,65,4,10,3,31,2,28832
G63-66411-3312-28833,6,3,66,4,11,3,31,2,28833
G63-67412-3312-28834,6,3,67,4,12,3,31,2,28834
G63-59500-3312-28835,6,3,59,5,00,3,31,2,28835
G63-60501-3312-28836,6,3,60,5,01,3,31,2,28836
G63-61502-3312-28837,6,3,61,5,02,3,31,2,28837
G63-62503-3312-28838,6,3,62,5,03,3,31,2,28838
G63-63504-3312-28839,6,3,63,5,04,3,31,2,28839
G63-64505-3312-28840,6,3,64,5,05,3,31,2,28840
G63-65506-3312-28841,6,3,65,5,06,3,31,2,28841
G63-66507-3312-28842,6,3,66,5,07,3,31,2,28842
G63-67508-3312-28843,6,3,67,5,08,3,31,2,28843
G63-68509-3312-28844,6,3,68,5,09,3,31,2,28844
G63-69510-3312-28845,6,3,69,5,10,3,31,2,28845
G63-70511-3312-28846,6,3,70,5,11,3,31,2,28846
G63-71512-3312-28847,6,3,71,5,12,3,31,2,28847
G63-64600-3312-28848,6,3,64,6,00,3,31,2,28848
G63-65601-3312-28849,6,3,65,6,01,3,31,2,28849
G63-66602-3312-28850,6,3,66,6,02,3,31,2,28850
G63-67603-3312-28851,6,3,67,6,03,3,31,2,28851
G63-68604-3312-28852,6,3,68,6,04,3,31,2,28852
G63-69605-3312-28853,6,3,69,6,05,3,31,2,28853
G63-70606-3312-28854,6,3,70,6,06,3,31,2,28854
G63-71607-3312-28855,6,3,71,6,07,3,31,2,28855
G63-72608-3312-28856,6,3,72,6,08,3,31,2,28856
G63-73609-3312-28857,6,3,73,6,09,3,31,2,28857
G63-74610-3312-28858,6,3,74,6,10,3,31,2,28858
G63-75611-3312-28859,6,3,75,6,11,3,31,2,28859
G63-76612-3312-28860,6,3,76,6,12,3,31,2,28860
G63-40100-3313-29407,6,3,40,1,00,3,31,3,29407
G63-41101-3313-29408,6,3,41,1,01,3,31,3,29408
G63-42102-3313-29409,6,3,42,1,02,3,31,3,29409
G63-43103-3313-29410,6,3,43,1,03,3,31,3,29410
G63-44104-3313-29411,6,3,44,1,04,3,31,3,29411
G63-45105-3313-29412,6,3,45,1,05,3,31,3,29412
G63-46106-3313-29413,6,3,46,1,06,3,31,3,29413
G63-47107-3313-29414,6,3,47,1,07,3,31,3,29414
G63-48108-3313-29415,6,3,48,1,08,3,31,3,29415
G63-49109-3313-29416,6,3,49,1,09,3,31,3,29416
G63-50110-3313-29417,6,3,50,1,10,3,31,3,29417
G63-51111-3313-29418,6,3,51,1,11,3,31,3,29418
G63-52112-3313-29419,6,3,52,1,12,3,31,3,29419
G63-45200-3313-29420,6,3,45,2,00,3,31,3,29420
G63-46201-3313-29421,6,3,46,2,01,3,31,3,29421
G63-47202-3313-29422,6,3,47,2,02,3,31,3,29422
G63-48203-3313-29423,6,3,48,2,03,3,31,3,29423
G63-49204-3313-29424,6,3,49,2,04,3,31,3,29424
G63-50205-3313-29425,6,3,50,2,05,3,31,3,29425
G63-51206-3313-29426,6,3,51,2,06,3,31,3,29426
G63-52207-3313-29427,6,3,52,2,07,3,31,3,29427
G63-53208-3313-29428,6,3,53,2,08,3,31,3,29428
G63-54209-3313-29429,6,3,54,2,09,3,31,3,29429
G63-55210-3313-29430,6,3,55,2,10,3,31,3,29430
G63-56211-3313-29431,6,3,56,2,11,3,31,3,29431
G63-57212-3313-29432,6,3,57,2,12,3,31,3,29432
G63-50300-3313-29433,6,3,50,3,00,3,31,3,29433
G63-51301-3313-29434,6,3,51,3,01,3,31,3,29434
G63-52302-3313-29435,6,3,52,3,02,3,31,3,29435
G63-53303-3313-29436,6,3,53,3,03,3,31,3,29436
G63-54304-3313-29437,6,3,54,3,04,3,31,3,29437
G63-55305-3313-29438,6,3,55,3,05,3,31,3,29438
G63-56306-3313-29439,6,3,56,3,06,3,31,3,29439
G63-57307-3313-29440,6,3,57,3,07,3,31,3,29440
G63-58308-3313-29441,6,3,58,3,08,3,31,3,29441
G63-59309-3313-29442,6,3,59,3,09,3,31,3,29442
G63-60310-3313-29443,6,3,60,3,10,3,31,3,29443
G63-61311-3313-29444,6,3,61,3,11,3,31,3,29444
G63-62312-3313-29445,6,3,62,3,12,3,31,3,29445
G63-55400-3313-29446,6,3,55,4,00,3,31,3,29446
G63-56401-3313-29447,6,3,56,4,01,3,31,3,29447
G63-57402-3313-29448,6,3,57,4,02,3,31,3,29448
G63-58403-3313-29449,6,3,58,4,03,3,31,3,29449
G63-59404-3313-29450,6,3,59,4,04,3,31,3,29450
G63-60405-3313-29451,6,3,60,4,05,3,31,3,29451
G63-61406-3313-29452,6,3,61,4,06,3,31,3,29452
G63-62407-3313-29453,6,3,62,4,07,3,31,3,29453
G63-63408-3313-29454,6,3,63,4,08,3,31,3,29454
G63-64409-3313-29455,6,3,64,4,09,3,31,3,29455
G63-65410-3313-29456,6,3,65,4,10,3,31,3,29456
G63-66411-3313-29457,6,3,66,4,11,3,31,3,29457
G63-67412-3313-29458,6,3,67,4,12,3,31,3,29458
G63-59500-3313-29459,6,3,59,5,00,3,31,3,29459
G63-60501-3313-29460,6,3,60,5,01,3,31,3,29460
G63-61502-3313-29461,6,3,61,5,02,3,31,3,29461
G63-62503-3313-29462,6,3,62,5,03,3,31,3,29462
G63-63504-3313-29463,6,3,63,5,04,3,31,3,29463
G63-64505-3313-29464,6,3,64,5,05,3,31,3,29464
